date,temperature,precipitation,wind_speed,weather_state
2025-01-16,5.8,0.0,6.7,cloudy
2025-01-17,4.7,0.0,7.4,cloudy
2025-01-18,3.3,0.0,3.8,partly_cloudy
2025-01-19,1.0,0.0,4.4,cloudy
2025-01-20,2.4,0.0,3.1,partly_cloudy
2025-01-21,3.6,0.1,8.4,cloudy
2025-01-22,1.7,5.9,6.0,rainy
2025-01-23,4.5,0.7,7.8,cloudy
2025-01-24,5.5,2.2,12.1,cloudy
2025-01-25,5.4,0.0,8.0,cloudy
2025-01-26,3.5,0.0,4.8,cloudy
2025-01-27,5.1,5.1,10.4,rainy
2025-01-28,5.7,0.6,7.6,cloudy
2025-01-29,5.4,2.1,6.3,cloudy
2025-01-30,5.5,4.0,7.6,cloudy
2025-01-31,5.0,0.1,7.3,cloudy
2025-02-01,4.3,0.0,3.9,partly_cloudy
2025-02-02,1.9,0.0,4.4,cloudy
2025-02-03,1.5,0.0,5.8,cloudy
2025-02-04,4.2,0.1,8.5,cloudy
2025-02-05,5.9,0.0,7.0,cloudy
2025-02-06,4.2,0.0,5.2,cloudy
2025-02-07,2.7,0.1,8.4,cloudy
2025-02-08,2.0,0.0,8.8,cloudy
2025-02-09,2.5,0.0,6.9,cloudy
2025-02-10,2.1,0.0,10.1,cloudy
2025-02-11,1.8,0.0,13.3,cloudy
2025-02-12,0.7,0.0,10.2,cloudy
2025-02-13,-0.4,0.0,6.6,cloudy
2025-02-14,-0.3,0.0,2.6,partly_cloudy
2025-02-15,0.6,0.0,2.5,partly_cloudy
2025-02-16,-2.1,0.0,6.0,cloudy
2025-02-17,-2.7,0.0,2.2,partly_cloudy
2025-02-18,-1.4,0.0,2.6,partly_cloudy
2025-02-19,-0.2,0.0,7.1,cloudy
2025-02-20,0.5,1.9,8.7,cloudy
2025-02-21,5.0,0.0,8.2,cloudy
2025-02-22,5.2,5.1,6.8,rainy
2025-02-23,4.9,0.5,7.5,cloudy
2025-02-24,6.1,8.5,9.7,rainy
2025-02-25,4.9,0.4,6.4,cloudy
2025-02-26,2.0,0.0,2.7,partly_cloudy
2025-02-27,3.4,3.0,5.1,cloudy
2025-02-28,2.8,0.0,5.0,cloudy
2025-03-01,2.3,0.0,4.4,cloudy
2025-03-02,4.8,0.0,7.0,cloudy
2025-03-03,5.2,0.0,8.9,cloudy
2025-03-04,5.5,0.0,8.6,cloudy
2025-03-05,6.0,0.0,10.8,cloudy
2025-03-06,7.2,0.0,7.6,cloudy
2025-03-07,7.3,0.0,4.7,cloudy
2025-03-08,9.9,0.0,4.7,cloudy
2025-03-09,8.4,0.0,5.4,cloudy
2025-03-10,5.6,0.0,5.3,cloudy
2025-03-11,4.6,0.6,4.9,cloudy
2025-03-12,4.0,0.5,4.5,cloudy
2025-03-13,3.5,2.6,6.0,cloudy
2025-03-14,2.1,0.0,6.0,cloudy
2025-03-15,2.5,0.0,3.5,partly_cloudy
2025-03-16,4.8,0.0,6.8,cloudy
2025-03-17,2.8,0.0,4.3,cloudy
2025-03-18,3.8,0.0,4.9,cloudy
2025-03-19,5.3,0.0,2.5,partly_cloudy
2025-03-20,6.2,0.0,4.0,partly_cloudy
2025-03-21,6.8,0.0,7.2,cloudy
2025-03-22,6.7,0.0,13.0,cloudy
2025-03-23,6.9,0.0,8.8,cloudy
2025-03-24,5.7,0.0,4.5,cloudy
2025-03-25,6.4,0.4,7.7,cloudy
2025-03-26,6.5,0.0,8.2,cloudy
2025-03-27,7.3,0.0,8.3,cloudy
2025-03-28,7.4,0.0,6.8,cloudy
2025-03-29,6.9,2.8,5.6,cloudy
2025-03-30,7.0,0.4,11.0,cloudy
2025-03-31,7.0,0.0,6.8,cloudy
2025-04-01,7.4,0.0,4.1,partly_cloudy
2025-04-02,9.9,0.0,5.1,cloudy
2025-04-03,11.5,0.0,4.0,partly_cloudy
2025-04-04,9.5,0.0,4.6,cloudy
2025-04-05,7.0,0.0,6.3,cloudy
2025-04-06,6.1,0.0,5.6,cloudy
2025-04-07,6.5,0.0,6.2,cloudy
2025-04-08,6.1,0.0,3.4,partly_cloudy
2025-04-09,6.8,0.0,7.0,cloudy
2025-04-10,7.1,0.0,6.2,cloudy
2025-04-11,8.2,0.0,8.8,cloudy
2025-04-12,10.1,0.0,3.6,partly_cloudy
2025-04-13,9.8,0.5,8.1,cloudy
2025-04-14,9.3,0.2,4.5,cloudy
2025-04-15,13.1,0.0,9.6,cloudy
2025-04-16,11.1,6.0,5.1,rainy
2025-04-17,8.3,11.7,8.8,rainy
2025-04-18,8.3,0.3,8.9,cloudy
2025-04-19,8.2,2.7,5.7,cloudy
2025-04-20,8.7,0.2,4.1,partly_cloudy
2025-04-21,9.4,0.1,2.9,partly_cloudy
2025-04-22,8.7,0.0,3.9,partly_cloudy
2025-04-23,9.9,0.0,3.4,partly_cloudy
2025-04-24,9.2,0.0,5.8,cloudy
2025-04-25,9.1,0.0,3.9,partly_cloudy
2025-04-26,11.7,0.0,3.9,partly_cloudy
2025-04-27,12.0,0.0,4.9,cloudy
2025-04-28,12.2,0.0,4.2,cloudy
2025-04-29,10.1,0.2,5.0,cloudy
2025-04-30,12.4,0.0,3.3,partly_cloudy
2025-05-01,15.6,0.0,3.5,partly_cloudy
2025-05-02,12.0,0.0,7.6,cloudy
2025-05-03,10.0,2.7,7.6,cloudy
2025-05-04,9.6,1.0,9.0,cloudy
2025-05-05,9.0,0.1,7.6,cloudy
2025-05-06,10.4,0.0,10.0,cloudy
2025-05-07,12.5,0.0,4.5,cloudy
2025-05-08,12.3,0.0,4.8,cloudy
2025-05-09,10.2,0.0,6.1,cloudy
2025-05-10,11.6,0.0,5.9,cloudy
2025-05-11,13.8,0.0,6.0,cloudy
2025-05-12,13.1,0.0,8.1,cloudy
2025-05-13,13.2,0.0,5.1,cloudy
2025-05-14,12.5,0.0,7.9,cloudy
2025-05-15,11.7,0.0,10.0,cloudy
2025-05-16,13.6,0.0,6.5,cloudy
2025-05-17,13.7,0.0,8.4,cloudy
2025-05-18,13.9,0.0,5.5,cloudy
2025-05-19,15.4,0.0,5.5,cloudy
2025-05-20,12.0,0.0,6.9,cloudy
